Field=#~Integer~#~50|Field=Description~String~Description~68|Field=Quantity~Integer~Quantity~51|Field=Supplier 1~String~Supplier 1~60|Field=Supplier Part Number 1~String~Supplier Part Number 1~60|Field=LibRef~String~LibRef~47|Field=Manufacturer 1~String~Manufacturer 1~62|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~45|Field=Supplier Currency 1~String~Supplier Currency 1~45|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~45|Field=Supplier Stock 1~Integer~Supplier Stock 1~45|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~45|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~53|Field=Footprint~String~Footprint~67|Field=Designator~String~Designator~68|ReportField=Currency~<none>|ReportField=ProductionQuantity~3|ReportField=ProjectFileName~PCB_Project.PrjPcb|ReportField=ProjectFullPath~C:\Users\CvejaBog\Desktop\praksa\lora feather_ver0.2\lora feather\PCB_Project\PCB_Project.PrjPcb|ReportField=Title~Bill of Materials production For Project [PCB_Project.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~61|ReportField=ReportTime~1:09:02 PM|ReportField=ReportDate~8/20/2018|ReportField=ReportDateTime~8/20/2018 1:09:02 PM|ReportField=OutputName~Bill of Materials production|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~8/20/2018|ReportField=CurrentTime~1:08:08 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\CvejaBog\Desktop\praksa\lora feather_ver0.2\lora feather\PCB_Project\PAGE2 - MCU.SchDoc|ReportField=DocumentName~PAGE2 - MCU.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~8/16/2018|ReportField=Organization~|ReportField=ProjectName~PCB_Project.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~PCB_Project.PrjPcb|ReportField=DataSourceFullPath~C:\Users\CvejaBog\Desktop\praksa\lora feather_ver0.2\lora feather\PCB_Project\PCB_Project.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
21|IQD FREQUENCY PRODUCTS         LFXTAL059585             CRYSTAL, 20MHZ, 10PF, 2MM X 1.6MM                          New|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DIQD%26mpn%3DLFXTAL059585%26seller%3DFarnell%26sku%3D2627212%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2627212{URL.TIP}Supplier|LFXTAL059585|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DIQD%26mpn%3DLFXTAL059585%26seller%3DFarnell%26sku%3D2627212%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}IQD{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DIQD%26mpn%3DLFXTAL059585%26seller%3DFarnell%26sku%3D2627212%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LFXTAL059585{URL.TIP}Manufacturer|EUR|3|62|2.445|0.815|IQXC-42|X1
22|CONN UMC JACK STR 50 OHM SMD|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHirose%26mpn%3DU.FL-R-SMT-1%252810%2529%26seller%3DFarnell%26sku%3D1688077%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}1688077{URL.TIP}Supplier|U.FL-R-SMT-1(10)|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHirose%26mpn%3DU.FL-R-SMT-1%252810%2529%26seller%3DFarnell%26sku%3D1688077%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Hirose{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHirose%26mpn%3DU.FL-R-SMT-1%252810%2529%26seller%3DFarnell%26sku%3D1688077%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}U.FL-R-SMT-1(10){URL.TIP}Manufacturer|GBP|10|47235|4.9|0.49|uFL SMD CONNECTOR|CON1
23|COILCRAFT   LPS3314-103MRB   INDUCTOR, SHLD, 10UH, 20%, 0.65A, SMD|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DCoilcraft%26mpn%3DLPS3314-103MRB%26seller%3DFarnell%26sku%3D2408046%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2408046{URL.TIP}Supplier|10uH|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DCoilcraft%26mpn%3DLPS3314-103MRB%26seller%3DFarnell%26sku%3D2408046%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Coilcraft{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DCoilcraft%26mpn%3DLPS3314-103MRB%26seller%3DFarnell%26sku%3D2408046%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LPS3314-103MRB{URL.TIP}Manufacturer|EUR|3|67|2.676|0.892|Inductor 3.0x2.5|L2
24|JST-PH 2-Pin SMT Right Angle Breakout Board|1|Mouser|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAdafruit%2520Industries%26mpn%3D1862%26seller%3DMouser%26sku%3D485-1862%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}485-1862{URL.TIP}Supplier|1862|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAdafruit%2520Industries%26mpn%3D1862%26seller%3DMouser%26sku%3D485-1862%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Adafruit%20Industries{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAdafruit%2520Industries%26mpn%3D1862%26seller%3DMouser%26sku%3D485-1862%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}1862{URL.TIP}Manufacturer|USD|3|105|4.5|1.5|BAT_CON|B1
25||2||{URL}{URL.TEXT}{URL.TIP}Supplier|Cap0402|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer||||||0402CAP|C13, C14
26|Header, 12-Pin|1||{URL}{URL.TEXT}{URL.TIP}Supplier|Header 12|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer||||||HDR1X12|P1
27|Header, 16-Pin|1||{URL}{URL.TEXT}{URL.TIP}Supplier|Header 16|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer||||||HDR1X16|P2
28|Header, 8-Pin|2||{URL}{URL.TEXT}{URL.TIP}Supplier|Header 8|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer||||||HDR1X8|P3, P4
29|LRA Module ES0|1||{URL}{URL.TEXT}{URL.TIP}Supplier|LRA Module ES0|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer||||||Lora Module ES0|MOD1
30|Test point|9||{URL}{URL.TEXT}{URL.TIP}Supplier|Test_pad|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer||||||Test_Pad|T1, T2, T3, T4, T5, T6, T7, T8, T9
