Field=#~Integer~#~50|Field=Description~String~Description~68|Field=Quantity~Integer~Quantity~51|Field=Supplier 1~String~Supplier 1~60|Field=Supplier Part Number 1~String~Supplier Part Number 1~60|Field=LibRef~String~LibRef~47|Field=Manufacturer 1~String~Manufacturer 1~62|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~45|Field=Supplier Currency 1~String~Supplier Currency 1~45|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~45|Field=Supplier Stock 1~Integer~Supplier Stock 1~45|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~45|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~53|Field=Footprint~String~Footprint~67|Field=Designator~String~Designator~68|ReportField=Currency~<none>|ReportField=ProductionQuantity~3|ReportField=ProjectFileName~PCB_Project.PrjPcb|ReportField=ProjectFullPath~C:\Users\CvejaBog\Desktop\praksa\lora feather_ver0.2\lora feather\PCB_Project\PCB_Project.PrjPcb|ReportField=Title~Bill of Materials production For PCB Document [Lora_feather.PcbDoc]|ReportField=TotalQuantity~61|ReportField=ReportTime~12:04:45 PM|ReportField=ReportDate~8/27/2018|ReportField=ReportDateTime~8/27/2018 12:04:45 PM|ReportField=OutputName~Bill of Materials production|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=DataSourceFileName~Lora_feather.PcbDoc|ReportField=DataSourceFullPath~C:\Users\CvejaBog\Desktop\praksa\lora feather_ver0.2\lora feather\PCB_Project\Lora_feather.PcbDoc|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|1µF 50V Ceramic Capacitor X5R 0603 (1608 Metric) 0.063" L x 0.031" W (1.60mm x 0.80mm)|2|Mouser|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRT188R61H105KE13D%26seller%3DMouser%26sku%3D81-GRT188R61H105KE3D%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}81-GRT188R61H105KE3D{URL.TIP}Supplier|1uF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRT188R61H105KE13D%26seller%3DMouser%26sku%3D81-GRT188R61H105KE3D%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGRT188R61H105KE13D%26seller%3DMouser%26sku%3D81-GRT188R61H105KE3D%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GRT188R61H105KE13D{URL.TIP}Manufacturer|USD|6|0|1.68|0.28|0603CAP|C9, C11
12|MURATA         ZRB18AR60J226ME01L             SMD Multilayer Ceramic Capacitor, 0603 [1608 Metric], 22 F, 6.3 V,  20%, X5R, ZRA Series|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DZRB18AR60J226ME01L%26seller%3DFarnell%26sku%3D2666613%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2666613{URL.TIP}Supplier|22uF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DZRB18AR60J226ME01L%26seller%3DFarnell%26sku%3D2666613%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DZRB18AR60J226ME01L%26seller%3DFarnell%26sku%3D2666613%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ZRB18AR60J226ME01L{URL.TIP}Manufacturer|EUR|3000|27000|275.4|0.0918|0603Cap|C18
13|MURATA         ZRB18AR61E106ME01L             SMD Multilayer Ceramic Capacitor, 0603 [1608 Metric], 10 F, 25 V,  20%, X5R, ZRA Series|6|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DZRB18AR61E106ME01L%26seller%3DFarnell%26sku%3D2666614%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2666614{URL.TIP}Supplier|10uF Cap|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DZRB18AR61E106ME01L%26seller%3DFarnell%26sku%3D2666614%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DZRB18AR61E106ME01L%26seller%3DFarnell%26sku%3D2666614%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ZRB18AR61E106ME01L{URL.TIP}Manufacturer|Loading...||0|||0603CAP|C2, C3, C5, C8, C16, C17
14||1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMCHVR03FTFX1104%26seller%3DFarnell%26sku%3D2823300%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2823300{URL.TIP}Supplier|1M1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMCHVR03FTFX1104%26seller%3DFarnell%26sku%3D2823300%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Multicomp{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMCHVR03FTFX1104%26seller%3DFarnell%26sku%3D2823300%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MCHVR03FTFX1104{URL.TIP}Manufacturer|Loading...||0|||0603Res|R18
15||1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMCHVR03FTFX1804%26seller%3DFarnell%26sku%3D2825653%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2825653{URL.TIP}Supplier|1.8Mohm Res|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMCHVR03FTFX1804%26seller%3DFarnell%26sku%3D2825653%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Multicomp{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMCHVR03FTFX1804%26seller%3DFarnell%26sku%3D2825653%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MCHVR03FTFX1804{URL.TIP}Manufacturer|Loading...||0|||0603RES|R4
16|MULTICOMP         MC0402B101K500CT            SMD Multilayer Ceramic Capacitor, MC Series, 100 pF,  10%, X7R, 50 V, 0402 [1005 Metric]|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMC0402B101K500CT%26seller%3DFarnell%26sku%3D1758968%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}1758968{URL.TIP}Supplier|0F|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMC0402B101K500CT%26seller%3DFarnell%26sku%3D1758968%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Multicomp{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMulticomp%26mpn%3DMC0402B101K500CT%26seller%3DFarnell%26sku%3D1758968%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MC0402B101K500CT{URL.TIP}Manufacturer|Loading...||0|||0402CAP|C12
17|MODULAR JACK|2|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D44620-0001%26seller%3DFarnell%26sku%3D2782009%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2782009{URL.TIP}Supplier|44620-0001|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D44620-0001%26seller%3DFarnell%26sku%3D2782009%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Molex{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMolex%26mpn%3D44620-0001%26seller%3DFarnell%26sku%3D2782009%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}44620-0001{URL.TIP}Manufacturer|EUR|6|1116|4.134|0.689|ETHERNET CONN|P5, P6
18|MICROCHIP         MCP25625-E/ML            CAN Bus, Controller with Transceiver, CAN, SPI, 3, 2, 2.7 V, 5.5 V, QFN|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DMCP25625-E%252FML%26seller%3DFarnell%26sku%3D2448754%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2448754{URL.TIP}Supplier|MCP25625-E/ML|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DMCP25625-E%252FML%26seller%3DFarnell%26sku%3D2448754%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Microchip{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMicrochip%26mpn%3DMCP25625-E%252FML%26seller%3DFarnell%26sku%3D2448754%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}MCP25625-E%2FML{URL.TIP}Manufacturer|EUR|3|69|6.84|2.28|MCP25625|U1
19|Cap Ceramic 10pF 50V X7R 10% SMD 0603 125C T/R|2|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKyocera%2520AVX%26mpn%3D06035C100KAT2A%26seller%3DFarnell%26sku%3D2665201%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2665201{URL.TIP}Supplier|10pF|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKyocera%2520AVX%26mpn%3D06035C100KAT2A%26seller%3DFarnell%26sku%3D2665201%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Kyocera%20AVX{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKyocera%2520AVX%26mpn%3D06035C100KAT2A%26seller%3DFarnell%26sku%3D2665201%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}06035C100KAT2A{URL.TIP}Manufacturer|Loading...||0|||0603CAP|C1, C4
20||1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKingbright%26mpn%3DKPG1-1608VGC-TT-5MAV%26seller%3DFarnell%26sku%3D2671383%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2671383{URL.TIP}Supplier|LED|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKingbright%26mpn%3DKPG1-1608VGC-TT-5MAV%26seller%3DFarnell%26sku%3D2671383%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Kingbright{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKingbright%26mpn%3DKPG1-1608VGC-TT-5MAV%26seller%3DFarnell%26sku%3D2671383%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}KPG1-1608VGC-TT-5MAV{URL.TIP}Manufacturer|EUR|5|3935|2.895|0.579|LED|D1
21|IQD FREQUENCY PRODUCTS         LFXTAL059585             CRYSTAL, 20MHZ, 10PF, 2MM X 1.6MM                          New|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DIQD%26mpn%3DLFXTAL059585%26seller%3DFarnell%26sku%3D2627212%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2627212{URL.TIP}Supplier|LFXTAL059585|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DIQD%26mpn%3DLFXTAL059585%26seller%3DFarnell%26sku%3D2627212%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}IQD{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DIQD%26mpn%3DLFXTAL059585%26seller%3DFarnell%26sku%3D2627212%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LFXTAL059585{URL.TIP}Manufacturer|EUR|3|57|2.445|0.815|IQXC-42|X1
22|CONN UMC JACK STR 50 OHM SMD|1|Farnell|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHirose%26mpn%3DU.FL-R-SMT-1%252810%2529%26seller%3DFarnell%26sku%3D1688077%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}1688077{URL.TIP}Supplier|U.FL-R-SMT-1(10)|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHirose%26mpn%3DU.FL-R-SMT-1%252810%2529%26seller%3DFarnell%26sku%3D1688077%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}Hirose{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DHirose%26mpn%3DU.FL-R-SMT-1%252810%2529%26seller%3DFarnell%26sku%3D1688077%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}U.FL-R-SMT-1(10){URL.TIP}Manufacturer|Loading...||0|||UFL SMD CONNECTOR|CON1
